instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
12933,2012-06-28,3,1,6,0,4,1,1,27.060000000000002,31.06,54.0,0.0,11,14,25,,1.0
12934,2012-06-28,3,1,6,0,4,1,1,27.060000000000002,31.06,50.0,6.0032,1,12,13,,2.0
12935,2012-06-28,3,1,6,0,4,1,1,27.060000000000002,31.06,50.0,6.0032,1,6,7,,3.0
12936,2012-06-28,3,1,6,0,4,1,1,25.419999999999998,30.305,61.0,7.0015,0,11,11,,4.0
12937,2012-06-28,3,1,6,0,4,1,1,25.419999999999998,31.06,56.99999999999999,6.0032,8,39,47,,5.0
12938,2012-06-28,3,1,6,0,4,1,1,25.419999999999998,31.06,56.99999999999999,6.0032,8,185,193,,6.0
12939,2012-06-28,3,1,6,0,4,1,1,25.419999999999998,30.305,61.0,7.0015,24,484,508,,7.0
12940,2012-06-28,3,1,6,0,4,1,1,27.060000000000002,31.06,50.0,8.9981,40,577,617,,8.0
12941,2012-06-28,3,1,6,0,4,1,1,28.7,32.574999999999996,54.0,11.0014,33,318,351,,9.0
12942,2012-06-28,3,1,6,0,4,1,1,30.34,33.335,48.0,12.998000000000001,40,144,184,,10.0
12943,2012-06-28,3,1,6,0,4,1,1,32.800000000000004,34.849999999999994,31.0,12.998000000000001,41,170,211,,11.0
12944,2012-06-28,3,1,6,0,4,1,1,34.44,35.605,26.0,19.0012,49,227,276,,12.0
12945,2012-06-28,3,1,6,0,4,1,1,35.26,37.12,26.0,15.001299999999999,31,205,236,,13.0
12946,2012-06-28,3,1,6,0,4,1,1,35.26,36.364999999999995,25.0,22.0028,66,188,254,,14.0
12947,2012-06-28,3,1,6,0,4,1,1,35.26,36.364999999999995,25.0,22.0028,24,195,219,,15.0
12948,2012-06-28,3,1,6,0,4,1,1,36.08,37.12,23.0,12.998000000000001,56,331,387,,16.0
12949,2012-06-28,3,1,6,0,4,1,1,36.08,37.12,22.0,12.998000000000001,71,634,705,,17.0
12950,2012-06-28,3,1,6,0,4,1,1,35.26,36.364999999999995,25.0,15.001299999999999,100,597,697,,18.0
12951,2012-06-28,3,1,6,0,4,1,1,34.44,36.364999999999995,30.0,19.999499999999998,79,492,571,,19.0
12952,2012-06-28,3,1,6,0,4,1,1,33.62,36.364999999999995,34.0,12.998000000000001,71,399,470,,20.0
12953,2012-06-28,3,1,6,0,4,1,1,31.16,34.849999999999994,55.00000000000001,12.998000000000001,89,309,398,,21.0
12954,2012-06-28,3,1,6,0,4,1,1,31.16,34.849999999999994,52.0,11.0014,50,224,274,,22.0
12955,2012-06-28,3,1,6,0,4,1,1,30.34,33.335,48.0,8.9981,26,145,171,,23.0
12956,2012-06-29,3,1,6,0,5,1,1,30.34,33.335,48.0,8.9981,24,90,114,,0.0
12957,2012-06-29,3,1,6,0,5,1,1,30.34,33.335,51.0,11.0014,9,33,42,,1.0
12958,2012-06-29,3,1,6,0,5,1,1,29.52,33.335,57.99999999999999,12.998000000000001,3,15,18,,2.0
12959,2012-06-29,3,1,6,0,5,1,1,29.52,33.335,57.99999999999999,12.998000000000001,3,5,8,,3.0
12960,2012-06-29,3,1,6,0,5,1,1,28.7,32.574999999999996,65.0,11.0014,1,9,10,,4.0
12961,2012-06-29,3,1,6,0,5,1,1,28.7,32.574999999999996,61.0,7.0015,6,39,45,,5.0
12962,2012-06-29,3,1,6,0,5,1,2,28.7,32.574999999999996,61.0,11.0014,15,148,163,,6.0
12963,2012-06-29,3,1,6,0,5,1,1,28.7,32.574999999999996,61.0,7.0015,19,361,380,,7.0
12964,2012-06-29,3,1,6,0,5,1,2,30.34,34.089999999999996,55.00000000000001,7.0015,48,576,624,,8.0
12965,2012-06-29,3,1,6,0,5,1,1,31.16,34.849999999999994,55.00000000000001,11.0014,39,261,300,,9.0
12966,2012-06-29,3,1,6,0,5,1,1,36.9,41.665,39.0,19.999499999999998,32,139,171,,10.0
12967,2012-06-29,3,1,6,0,5,1,2,36.9,42.425000000000004,42.0,19.0012,51,137,188,,11.0
12968,2012-06-29,3,1,6,0,5,1,2,37.72,43.94,40.0,16.997899999999998,53,173,226,,12.0
12969,2012-06-29,3,1,6,0,5,1,1,38.54,43.94,38.0,12.998000000000001,45,194,239,,13.0
12970,2012-06-29,3,1,6,0,5,1,1,39.36,45.455,36.0,15.001299999999999,49,184,233,,14.0
12971,2012-06-29,3,1,6,0,5,1,1,39.36,45.455,36.0,0.0,47,183,230,,15.0
12972,2012-06-29,3,1,6,0,5,1,1,39.36,45.455,36.0,0.0,59,292,351,,16.0
12973,2012-06-29,3,1,6,0,5,1,1,40.18,46.21,34.0,12.998000000000001,82,457,539,,17.0
12974,2012-06-29,3,1,6,0,5,1,1,39.36,43.18,31.0,0.0,50,414,464,,18.0
12975,2012-06-29,3,1,6,0,5,1,1,36.9,43.94,47.0,12.998000000000001,60,303,363,,19.0
12976,2012-06-29,3,1,6,0,5,1,1,37.72,44.695,42.0,16.997899999999998,53,255,308,,20.0
12977,2012-06-29,3,1,6,0,5,1,2,35.26,41.665,53.0,12.998000000000001,41,195,236,,21.0
12978,2012-06-29,3,1,6,0,5,1,3,33.62,41.665,63.0,12.998000000000001,34,129,163,,22.0
12979,2012-06-29,3,1,6,0,5,1,3,33.62,41.665,63.0,12.998000000000001,6,42,48,,23.0
12980,2012-06-30,3,1,6,0,6,0,3,26.240000000000002,28.79,89.0,11.0014,4,65,69,,0.0
12981,2012-06-30,3,1,6,0,6,0,3,26.240000000000002,28.79,89.0,15.001299999999999,3,55,58,,1.0
12982,2012-06-30,3,1,6,0,6,0,2,26.240000000000002,28.79,89.0,0.0,7,54,61,,2.0
12983,2012-06-30,3,1,6,0,6,0,2,26.240000000000002,28.79,89.0,0.0,3,20,23,,3.0
12984,2012-06-30,3,1,6,0,6,0,2,25.419999999999998,27.275,94.0,0.0,3,15,18,,4.0
12985,2012-06-30,3,1,6,0,6,0,1,26.240000000000002,28.79,89.0,11.0014,3,7,10,,5.0
12986,2012-06-30,3,1,6,0,6,0,1,26.240000000000002,28.79,89.0,11.0014,6,36,42,,6.0
12987,2012-06-30,3,1,6,0,6,0,1,26.240000000000002,28.79,89.0,11.0014,10,82,92,,7.0
12988,2012-06-30,3,1,6,0,6,0,1,26.240000000000002,28.79,89.0,11.0014,26,168,194,,8.0
12989,2012-06-30,3,1,6,0,6,0,1,26.240000000000002,28.79,89.0,11.0014,41,234,275,,9.0
12990,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,96,308,404,,10.0
12991,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,102,350,452,,11.0
12992,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,143,328,471,,12.0
12993,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,105,323,428,,13.0
12994,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,114,295,409,,14.0
12995,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,30.0,16.997899999999998,117,287,404,,15.0
12996,2012-06-30,3,1,6,0,6,0,1,36.9,39.395,28.999999999999996,11.0014,109,264,373,,16.0
12997,2012-06-30,3,1,6,0,6,0,1,36.08,38.635000000000005,32.0,8.9981,131,231,362,,17.0
12998,2012-06-30,3,1,6,0,6,0,1,36.08,39.395,35.0,0.0,91,248,339,,18.0
12999,2012-06-30,3,1,6,0,6,0,1,34.44,37.88,44.0,16.997899999999998,134,240,374,,19.0
13000,2012-06-30,3,1,6,0,6,0,1,33.62,38.635000000000005,52.0,11.0014,88,204,292,,20.0
13001,2012-06-30,3,1,6,0,6,0,1,33.62,38.635000000000005,52.0,11.0014,48,165,213,,21.0
13002,2012-06-30,3,1,6,0,6,0,1,31.98,37.12,62.0,11.0014,38,134,172,,22.0
13003,2012-06-30,3,1,6,0,6,0,1,31.98,37.12,62.0,6.0032,33,119,152,,23.0
13004,2012-07-01,3,1,7,0,0,0,1,31.16,36.364999999999995,66.0,0.0,27,122,149,,0.0
13005,2012-07-01,3,1,7,0,0,0,1,30.34,34.849999999999994,70.0,8.9981,12,81,93,,1.0
13006,2012-07-01,3,1,7,0,0,0,1,29.52,34.849999999999994,74.0,6.0032,21,69,90,,2.0
13007,2012-07-01,3,1,7,0,0,0,1,29.52,35.605,84.0,8.9981,6,27,33,,3.0
13008,2012-07-01,3,1,7,0,0,0,1,28.7,33.335,79.0,12.998000000000001,0,4,4,,4.0
13009,2012-07-01,3,1,7,0,0,0,1,27.880000000000003,31.819999999999997,79.0,7.0015,3,7,10,,5.0
13010,2012-07-01,3,1,7,0,0,0,1,28.7,33.335,79.0,6.0032,8,19,27,,6.0
13011,2012-07-01,3,1,7,0,0,0,1,30.34,34.849999999999994,70.0,0.0,13,37,50,,7.0
13012,2012-07-01,3,1,7,0,0,0,1,31.98,37.12,62.0,7.0015,36,106,142,,8.0
13013,2012-07-01,3,1,7,0,0,0,1,33.62,39.395,56.00000000000001,0.0,51,168,219,,9.0
13014,2012-07-01,3,1,7,0,0,0,1,35.26,39.395,44.0,19.999499999999998,98,268,366,,10.0
13015,2012-07-01,3,1,7,0,0,0,1,36.08,40.150000000000006,39.0,15.001299999999999,121,256,377,,11.0
13016,2012-07-01,3,1,7,0,0,0,1,36.9,40.910000000000004,37.0,15.001299999999999,114,319,433,,12.0
13017,2012-07-01,3,1,7,0,0,0,1,37.72,41.665,33.0,16.997899999999998,111,309,420,,13.0
13018,2012-07-01,3,1,7,0,0,0,1,37.72,41.665,33.0,16.997899999999998,98,346,444,,14.0
13019,2012-07-01,3,1,7,0,0,0,1,36.9,40.910000000000004,37.0,19.0012,101,244,345,,15.0
13020,2012-07-01,3,1,7,0,0,0,1,37.72,41.665,33.0,19.999499999999998,85,228,313,,16.0
13021,2012-07-01,3,1,7,0,0,0,1,37.72,40.150000000000006,26.0,19.999499999999998,90,323,413,,17.0
13022,2012-07-01,3,1,7,0,0,0,1,36.08,38.635000000000005,32.0,23.9994,95,275,370,,18.0
13023,2012-07-01,3,1,7,0,0,0,1,34.44,37.12,39.0,8.9981,103,279,382,,19.0
13024,2012-07-01,3,1,7,0,0,0,1,34.44,37.12,39.0,8.9981,88,244,332,,20.0
13025,2012-07-01,3,1,7,0,0,0,1,34.44,37.12,39.0,8.9981,77,181,258,,21.0
13026,2012-07-01,3,1,7,0,0,0,1,33.62,37.12,43.0,8.9981,41,110,151,,22.0
13027,2012-07-01,3,1,7,0,0,0,3,31.98,35.605,52.0,11.0014,22,88,110,,23.0
13028,2012-07-02,3,1,7,0,1,1,2,31.16,35.605,57.99999999999999,15.001299999999999,12,31,43,,0.0
13029,2012-07-02,3,1,7,0,1,1,2,31.16,35.605,57.99999999999999,12.998000000000001,3,14,17,,1.0
13030,2012-07-02,3,1,7,0,1,1,2,30.34,33.335,51.0,16.997899999999998,1,14,15,,2.0
13031,2012-07-02,3,1,7,0,1,1,2,29.52,33.335,54.0,27.999299999999998,0,5,5,,3.0
13032,2012-07-02,3,1,7,0,1,1,2,29.52,33.335,54.0,19.999499999999998,2,10,12,,4.0
13033,2012-07-02,3,1,7,0,1,1,2,29.52,33.335,51.0,0.0,3,37,40,,5.0
13034,2012-07-02,3,1,7,0,1,1,1,28.7,32.574999999999996,57.99999999999999,7.0015,4,132,136,,6.0
13035,2012-07-02,3,1,7,0,1,1,1,30.34,33.335,51.0,7.0015,8,390,398,,7.0
13036,2012-07-02,3,1,7,0,1,1,1,31.16,34.849999999999994,52.0,12.998000000000001,20,548,568,,8.0
13037,2012-07-02,3,1,7,0,1,1,1,31.98,34.849999999999994,46.0,16.997899999999998,56,239,295,,9.0
13038,2012-07-02,3,1,7,0,1,1,1,32.800000000000004,36.364999999999995,43.0,16.997899999999998,70,104,174,,10.0
13039,2012-07-02,3,1,7,0,1,1,1,34.44,36.364999999999995,28.000000000000004,19.999499999999998,67,134,201,,11.0
13040,2012-07-02,3,1,7,0,1,1,1,34.44,36.364999999999995,32.0,12.998000000000001,74,183,257,,12.0
13041,2012-07-02,3,1,7,0,1,1,1,35.26,37.88,34.0,15.001299999999999,74,162,236,,13.0
13042,2012-07-02,3,1,7,0,1,1,1,35.26,37.88,34.0,15.001299999999999,79,151,230,,14.0
13043,2012-07-02,3,1,7,0,1,1,1,34.44,37.12,36.0,12.998000000000001,59,175,234,,15.0
13044,2012-07-02,3,1,7,0,1,1,1,34.44,37.12,36.0,19.0012,61,304,365,,16.0
13045,2012-07-02,3,1,7,0,1,1,1,34.44,36.364999999999995,32.0,8.9981,82,665,747,,17.0
13046,2012-07-02,3,1,7,0,1,1,1,34.44,36.364999999999995,32.0,11.0014,72,658,730,,18.0
13047,2012-07-02,3,1,7,0,1,1,1,31.98,34.849999999999994,43.0,8.9981,71,510,581,,19.0
13048,2012-07-02,3,1,7,0,1,1,1,31.98,34.849999999999994,43.0,8.9981,38,357,395,,20.0
13049,2012-07-02,3,1,7,0,1,1,1,31.16,34.089999999999996,45.0,8.9981,17,241,258,,21.0
13050,2012-07-02,3,1,7,0,1,1,1,30.34,33.335,51.0,11.0014,19,169,188,,22.0
13051,2012-07-02,3,1,7,0,1,1,1,30.34,33.335,51.0,7.0015,12,90,102,,23.0
13052,2012-07-03,3,1,7,0,2,1,1,29.52,33.335,54.0,0.0,9,44,53,,0.0
13053,2012-07-03,3,1,7,0,2,1,1,29.52,33.335,57.99999999999999,0.0,5,9,14,,1.0
13054,2012-07-03,3,1,7,0,2,1,1,29.52,33.335,57.99999999999999,0.0,2,8,10,,2.0
13055,2012-07-03,3,1,7,0,2,1,1,28.7,32.574999999999996,65.0,8.9981,0,2,2,,3.0
13056,2012-07-03,3,1,7,0,2,1,1,27.880000000000003,31.819999999999997,65.0,7.0015,0,6,6,,4.0
13057,2012-07-03,3,1,7,0,2,1,1,28.7,32.574999999999996,61.0,0.0,2,33,35,,5.0
13058,2012-07-03,3,1,7,0,2,1,1,28.7,32.574999999999996,65.0,8.9981,5,149,154,,6.0
13059,2012-07-03,3,1,7,0,2,1,1,30.34,34.089999999999996,57.99999999999999,0.0,21,462,483,,7.0
13060,2012-07-03,3,1,7,0,2,1,1,30.34,34.089999999999996,62.0,6.0032,42,604,646,,8.0
13061,2012-07-03,3,1,7,0,2,1,1,32.800000000000004,37.12,49.0,11.0014,46,226,272,,9.0
13062,2012-07-03,3,1,7,0,2,1,1,33.62,37.12,43.0,15.001299999999999,56,153,209,,10.0
13063,2012-07-03,3,1,7,0,2,1,1,35.26,37.88,34.0,12.998000000000001,66,151,217,,11.0
13064,2012-07-03,3,1,7,0,2,1,1,36.08,37.88,28.000000000000004,12.998000000000001,74,198,272,,12.0
13065,2012-07-03,3,1,7,0,2,1,1,36.9,38.635000000000005,25.0,8.9981,80,203,283,,13.0
13066,2012-07-03,3,1,7,0,2,1,1,36.9,38.635000000000005,25.0,12.998000000000001,69,241,310,,14.0
13067,2012-07-03,3,1,7,0,2,1,2,36.9,38.635000000000005,24.0,0.0,71,330,401,,15.0
13068,2012-07-03,3,1,7,0,2,1,2,36.9,38.635000000000005,24.0,12.998000000000001,90,437,527,,16.0
13069,2012-07-03,3,1,7,0,2,1,2,35.26,37.12,30.0,11.0014,102,620,722,,17.0
13070,2012-07-03,3,1,7,0,2,1,2,35.26,37.12,30.0,0.0,85,542,627,,18.0
13071,2012-07-03,3,1,7,0,2,1,2,34.44,37.12,36.0,8.9981,66,431,497,,19.0
13072,2012-07-03,3,1,7,0,2,1,3,31.16,34.849999999999994,55.00000000000001,32.9975,80,296,376,,20.0
13073,2012-07-03,3,1,7,0,2,1,2,28.7,32.574999999999996,70.0,19.0012,36,160,196,,21.0
13074,2012-07-03,3,1,7,0,2,1,1,27.880000000000003,31.819999999999997,79.0,12.998000000000001,26,151,177,,22.0
13075,2012-07-03,3,1,7,0,2,1,1,27.060000000000002,30.305,83.0,0.0,19,152,171,,23.0
13076,2012-07-04,3,1,7,1,3,0,1,27.880000000000003,31.819999999999997,79.0,6.0032,19,140,159,,0.0
13077,2012-07-04,3,1,7,1,3,0,1,27.880000000000003,31.819999999999997,74.0,0.0,27,96,123,,1.0
13078,2012-07-04,3,1,7,1,3,0,1,27.060000000000002,30.305,83.0,8.9981,27,66,93,,2.0
13079,2012-07-04,3,1,7,1,3,0,1,27.880000000000003,31.819999999999997,74.0,12.998000000000001,9,23,32,,3.0
13080,2012-07-04,3,1,7,1,3,0,1,27.880000000000003,31.819999999999997,69.0,16.997899999999998,5,11,16,,4.0
13081,2012-07-04,3,1,7,1,3,0,1,27.060000000000002,31.06,69.0,0.0,5,14,19,,5.0
13082,2012-07-04,3,1,7,1,3,0,1,27.060000000000002,31.06,69.0,0.0,9,23,32,,6.0
13083,2012-07-04,3,1,7,1,3,0,1,27.880000000000003,31.819999999999997,65.0,0.0,10,62,72,,7.0
13084,2012-07-04,3,1,7,1,3,0,1,28.7,32.574999999999996,61.0,7.0015,43,110,153,,8.0
13085,2012-07-04,3,1,7,1,3,0,1,31.16,34.849999999999994,52.0,0.0,90,203,293,,9.0
13086,2012-07-04,3,1,7,1,3,0,1,32.800000000000004,36.364999999999995,46.0,0.0,143,304,447,,10.0
13087,2012-07-04,3,1,7,1,3,0,1,33.62,37.88,46.0,8.9981,164,321,485,,11.0
13088,2012-07-04,3,1,7,1,3,0,1,35.26,39.395,41.0,15.001299999999999,164,330,494,,12.0
13089,2012-07-04,3,1,7,1,3,0,1,36.9,40.910000000000004,35.0,0.0,177,322,499,,13.0
13090,2012-07-04,3,1,7,1,3,0,1,36.9,40.910000000000004,37.0,11.0014,190,357,547,,14.0
13091,2012-07-04,3,1,7,1,3,0,1,37.72,42.425000000000004,35.0,19.999499999999998,155,299,454,,15.0
13092,2012-07-04,3,1,7,1,3,0,1,37.72,42.425000000000004,35.0,16.997899999999998,163,226,389,,16.0
13093,2012-07-04,3,1,7,1,3,0,1,37.72,42.425000000000004,35.0,19.999499999999998,161,253,414,,17.0
13094,2012-07-04,3,1,7,1,3,0,1,36.9,42.425000000000004,42.0,12.998000000000001,159,271,430,,18.0
13095,2012-07-04,3,1,7,1,3,0,1,35.26,40.150000000000006,47.0,15.001299999999999,177,255,432,,19.0
13096,2012-07-04,3,1,7,1,3,0,1,35.26,40.150000000000006,47.0,15.001299999999999,237,314,551,,20.0
13097,2012-07-04,3,1,7,1,3,0,1,34.44,40.150000000000006,53.0,8.9981,222,362,584,,21.0
13098,2012-07-04,3,1,7,1,3,0,1,33.62,39.395,56.00000000000001,15.001299999999999,175,327,502,,22.0
13099,2012-07-04,3,1,7,1,3,0,2,31.98,34.849999999999994,43.0,6.0032,31,152,183,,23.0
13100,2012-07-05,3,1,7,0,4,1,1,30.34,33.335,51.0,7.0015,17,71,88,,0.0
13101,2012-07-05,3,1,7,0,4,1,1,30.34,33.335,51.0,19.0012,6,24,30,,1.0
13102,2012-07-05,3,1,7,0,4,1,1,30.34,33.335,51.0,0.0,4,14,18,,2.0
13103,2012-07-05,3,1,7,0,4,1,1,29.52,33.335,54.0,12.998000000000001,2,5,7,,3.0
13104,2012-07-05,3,1,7,0,4,1,1,29.52,33.335,57.99999999999999,0.0,0,7,7,,4.0
13105,2012-07-05,3,1,7,0,4,1,1,29.52,34.089999999999996,62.0,0.0,1,28,29,,5.0
13106,2012-07-05,3,1,7,0,4,1,1,29.52,33.335,57.99999999999999,0.0,3,130,133,,6.0
13107,2012-07-05,3,1,7,0,4,1,1,31.16,34.849999999999994,55.00000000000001,0.0,27,316,343,,7.0
13108,2012-07-05,3,1,7,0,4,1,1,32.800000000000004,37.12,49.0,8.9981,36,514,550,,8.0
13109,2012-07-05,3,1,7,0,4,1,1,34.44,39.395,49.0,19.999499999999998,47,246,293,,9.0
13110,2012-07-05,3,1,7,0,4,1,1,35.26,39.395,44.0,23.9994,69,117,186,,10.0
13111,2012-07-05,3,1,7,0,4,1,1,36.9,40.910000000000004,35.0,19.999499999999998,107,137,244,,11.0
13112,2012-07-05,3,1,7,0,4,1,1,36.9,40.910000000000004,35.0,23.9994,88,188,276,,12.0
13113,2012-07-05,3,1,7,0,4,1,1,37.72,41.665,33.0,15.001299999999999,129,181,310,,13.0
13114,2012-07-05,3,1,7,0,4,1,1,37.72,41.665,33.0,22.0028,87,154,241,,14.0
13115,2012-07-05,3,1,7,0,4,1,1,37.72,41.665,33.0,23.9994,71,183,254,,15.0
13116,2012-07-05,3,1,7,0,4,1,1,37.72,41.665,33.0,16.997899999999998,109,324,433,,16.0
13117,2012-07-05,3,1,7,0,4,1,1,37.72,42.425000000000004,35.0,11.0014,114,575,689,,17.0
13118,2012-07-05,3,1,7,0,4,1,2,36.9,41.665,39.0,22.0028,96,511,607,,18.0
13119,2012-07-05,3,1,7,0,4,1,2,36.08,40.150000000000006,39.0,16.997899999999998,128,375,503,,19.0
13120,2012-07-05,3,1,7,0,4,1,2,35.26,39.395,41.0,15.001299999999999,78,243,321,,20.0
13121,2012-07-05,3,1,7,0,4,1,1,34.44,38.635000000000005,47.0,12.998000000000001,91,232,323,,21.0
13122,2012-07-05,3,1,7,0,4,1,1,33.62,40.150000000000006,59.0,8.9981,63,162,225,,22.0
13123,2012-07-05,3,1,7,0,4,1,1,32.800000000000004,37.88,55.00000000000001,11.0014,32,99,131,,23.0
13124,2012-07-06,3,1,7,0,5,1,1,31.98,37.12,62.0,8.9981,39,63,102,,0.0
13125,2012-07-06,3,1,7,0,5,1,1,31.98,36.364999999999995,55.00000000000001,15.001299999999999,7,22,29,,1.0
13126,2012-07-06,3,1,7,0,5,1,1,31.16,35.605,62.0,8.9981,4,13,17,,2.0
13127,2012-07-06,3,1,7,0,5,1,2,30.34,34.849999999999994,70.0,12.998000000000001,1,6,7,,3.0
13128,2012-07-06,3,1,7,0,5,1,1,30.34,34.849999999999994,66.0,15.001299999999999,2,4,6,,4.0
13129,2012-07-06,3,1,7,0,5,1,1,30.34,34.849999999999994,66.0,12.998000000000001,4,31,35,,5.0
13130,2012-07-06,3,1,7,0,5,1,1,30.34,34.849999999999994,66.0,12.998000000000001,4,127,131,,6.0
13131,2012-07-06,3,1,7,0,5,1,1,31.98,34.849999999999994,46.0,8.9981,20,333,353,,7.0
13132,2012-07-06,3,1,7,0,5,1,1,32.800000000000004,35.605,41.0,11.0014,28,557,585,,8.0
13133,2012-07-06,3,1,7,0,5,1,1,33.62,36.364999999999995,36.0,8.9981,55,249,304,,9.0
13134,2012-07-06,3,1,7,0,5,1,1,35.26,37.12,30.0,0.0,80,130,210,,10.0
13135,2012-07-06,3,1,7,0,5,1,1,34.44,36.364999999999995,32.0,6.0032,92,141,233,,11.0
13136,2012-07-06,3,1,7,0,5,1,1,36.08,37.88,28.000000000000004,7.0015,111,220,331,,12.0
13137,2012-07-06,3,1,7,0,5,1,1,36.9,39.395,27.0,7.0015,99,194,293,,13.0
13138,2012-07-06,3,1,7,0,5,1,1,36.9,40.150000000000006,31.0,11.0014,91,184,275,,14.0
13139,2012-07-06,3,1,7,0,5,1,1,37.72,40.910000000000004,28.999999999999996,12.998000000000001,79,206,285,,15.0
13140,2012-07-06,3,1,7,0,5,1,1,37.72,40.910000000000004,28.999999999999996,7.0015,69,300,369,,16.0
13141,2012-07-06,3,1,7,0,5,1,1,37.72,40.910000000000004,28.999999999999996,0.0,90,486,576,,17.0
13142,2012-07-06,3,1,7,0,5,1,1,36.9,40.150000000000006,33.0,16.997899999999998,106,454,560,,18.0
13143,2012-07-06,3,1,7,0,5,1,1,36.08,39.395,35.0,15.001299999999999,112,306,418,,19.0
13144,2012-07-06,3,1,7,0,5,1,1,35.26,38.635000000000005,39.0,7.0015,91,245,336,,20.0
13145,2012-07-06,3,1,7,0,5,1,1,33.62,38.635000000000005,52.0,8.9981,77,223,300,,21.0
13146,2012-07-06,3,1,7,0,5,1,1,32.800000000000004,37.88,55.00000000000001,12.998000000000001,78,210,288,,22.0
13147,2012-07-06,3,1,7,0,5,1,1,32.800000000000004,39.395,63.0,7.0015,27,137,164,,23.0
13148,2012-07-07,3,1,7,0,6,0,1,31.98,37.88,66.0,8.9981,35,115,150,,0.0
13149,2012-07-07,3,1,7,0,6,0,1,31.16,36.364999999999995,70.0,11.0014,16,55,71,,1.0
13150,2012-07-07,3,1,7,0,6,0,1,31.16,37.12,72.0,11.0014,11,47,58,,2.0
13151,2012-07-07,3,1,7,0,6,0,1,30.34,35.605,74.0,8.9981,12,19,31,,3.0
13152,2012-07-07,3,1,7,0,6,0,1,30.34,35.605,74.0,11.0014,3,13,16,,4.0
13153,2012-07-07,3,1,7,0,6,0,1,30.34,35.605,74.0,12.998000000000001,2,12,14,,5.0
13154,2012-07-07,3,1,7,0,6,0,1,30.34,35.605,74.0,7.0015,4,27,31,,6.0
13155,2012-07-07,3,1,7,0,6,0,1,31.98,37.88,66.0,7.0015,8,63,71,,7.0
13156,2012-07-07,3,1,7,0,6,0,1,33.62,41.665,63.0,12.998000000000001,32,120,152,,8.0
13157,2012-07-07,3,1,7,0,6,0,1,34.44,41.665,59.0,11.0014,69,187,256,,9.0
13158,2012-07-07,3,1,7,0,6,0,1,37.72,43.18,37.0,15.001299999999999,100,225,325,,10.0
13159,2012-07-07,3,1,7,0,6,0,1,38.54,43.94,38.0,12.998000000000001,122,245,367,,11.0
13160,2012-07-07,3,1,7,0,6,0,1,39.36,43.18,31.0,23.9994,124,218,342,,12.0
13161,2012-07-07,3,1,7,0,6,0,2,39.36,43.18,31.0,16.997899999999998,116,244,360,,13.0
13162,2012-07-07,3,1,7,0,6,0,2,39.36,43.18,30.0,8.9981,105,203,308,,14.0
13163,2012-07-07,3,1,7,0,6,0,1,39.36,42.425000000000004,26.0,0.0,113,193,306,,15.0
13164,2012-07-07,3,1,7,0,6,0,1,41.0,43.18,19.0,11.0014,102,192,294,,16.0
13165,2012-07-07,3,1,7,0,6,0,1,39.36,42.425000000000004,26.0,8.9981,103,176,279,,17.0
13166,2012-07-07,3,1,7,0,6,0,1,38.54,41.665,28.999999999999996,6.0032,83,194,277,,18.0
13167,2012-07-07,3,1,7,0,6,0,1,37.72,41.665,33.0,8.9981,68,219,287,,19.0
13168,2012-07-07,3,1,7,0,6,0,1,36.9,40.910000000000004,37.0,11.0014,79,197,276,,20.0
13169,2012-07-07,3,1,7,0,6,0,1,36.08,39.395,37.0,12.998000000000001,51,150,201,,21.0
13170,2012-07-07,3,1,7,0,6,0,1,34.44,41.665,59.0,12.998000000000001,56,164,220,,22.0
13171,2012-07-07,3,1,7,0,6,0,1,34.44,40.910000000000004,56.00000000000001,11.0014,34,114,148,,23.0
13172,2012-07-08,3,1,7,0,0,0,1,33.62,39.395,56.00000000000001,8.9981,22,125,147,,0.0
13173,2012-07-08,3,1,7,0,0,0,1,33.62,39.395,56.00000000000001,7.0015,25,99,124,,1.0
13174,2012-07-08,3,1,7,0,0,0,1,33.62,38.635000000000005,52.0,7.0015,11,59,70,,2.0
13175,2012-07-08,3,1,7,0,0,0,1,32.800000000000004,38.635000000000005,59.0,7.0015,1,34,35,,3.0
13176,2012-07-08,3,1,7,0,0,0,1,31.98,37.88,66.0,7.0015,2,11,13,,4.0
13177,2012-07-08,3,1,7,0,0,0,1,31.98,37.12,62.0,0.0,1,5,6,,5.0
13178,2012-07-08,3,1,7,0,0,0,1,31.98,38.635000000000005,70.0,8.9981,5,16,21,,6.0
13179,2012-07-08,3,1,7,0,0,0,1,32.800000000000004,40.150000000000006,66.0,0.0,19,33,52,,7.0
13180,2012-07-08,3,1,7,0,0,0,1,34.44,40.150000000000006,53.0,8.9981,35,95,130,,8.0
13181,2012-07-08,3,1,7,0,0,0,1,35.26,40.910000000000004,50.0,7.0015,70,172,242,,9.0
